id,text,label,event,pred
499553593041903616,BREAKING: Anonymous has obtained audio files of police dispatch and EMS during the MikeBrown shooting. Will release ASAP. Ferguson,1,1,0
500336373833170945,Ferguson police are embarking on what can only be described as an elaborate smear campaign of Michael Brown,1,1,0
500303238810574849,Someone with better eyes than me please checkthedatestamp on the bottom left photo. Isn't that JUNE? Ferguson,1,1,0
499494187969298432,"What are Ferguson Police hiding about ""drive by"" shooting of black woman recording last night's action? OpFerguson",1,1,0
498272309535191041,200 cops in riot gear in ferguson because there is a prayer circle and a concerned compassionate community,1,1,0
500368579875704832,I'm so disgusted. Ferguson RT @USER: This has now devolved into the worst police shooting cover-up attempt in US history.,1,1,0
500360018928353280,Lawyers for police in bad shootings often advise shooters not to write reports or even speak to commanders or investigators. Ferguson,1,1,0
500284871541940225,I'm NOT believing this story because I know how the police lie and will keep lying and will organize together AND LIE. MIKEBROWN Ferguson,1,1,0
499366666300846081,Line of police cars with high beams on greets anyone trying to enter Ferguson. It's shut down. No media allowed.,1,1,0
500328758201815041,Disgusting: MO chapter of Klan raising money as “reward” for the officer killing MikeBrown. Ferguson UniteBlue,1,1,0
500298752469770240,Shoot unarmed kid. Conceal evidence. Impose martial law. Harass reporters. Smear the victim. Worst. Police. Ever. Ferguson MikeBrown,1,1,0
498305962726273024,I’m in Ferguson and the witnesses are telling a chillin story. This young man was truly executed.,0,1,1
499536812109742080,The fact that while we've been focused on Ferguson another black man was killed by cops in LA and it barely made the news says a lot.,0,1,1
498349598197702656,"Police in Ferguson, Missouri, shot and killed a 17-year-old boy. FergusonShooting",0,1,1
499703033174179840,"Jammers used again. Both livestreams went down again, looks like police is trying to hide something. Ferguson",0,1,1
499655869412286464,"Anti-Gunners Donated $500k+ 2 Defeat Pro-Gun Sheriff, He Won Anyway! tcot 2A Ferguson NRA",0,1,1
500186504279625728,4 arrested in Times Square after march supporting Ferguson NMOS14,0,1,1
581404604677660673,Germanwings Co Pilot New Muslim Convert Islamic State Praises Their Hero WakeUpAmerica 🇺🇸,1,4,0
580321350750990336,Hashtags 4U9525 GermanWings A320 all useful for latest info on plane crash in southern France.,1,4,0
580327576218046464,BREAKING NEWS: Germanwings flight GWI18G crashes in French Alps:,0,4,1
580331071457333248,Airport operator Aena: Crashed GermanWings jet took off from Barcelona airport at 0855 GMT,0,4,1
580332232121933824,BREAKING: A Germanwings jet crashed in France as it traveled from Barcelona to Dusseldorf,0,4,1
580328565255852032,A320 Germanwings plane crash: Majority of victims likely to be German says French President,0,4,1
580326744357515264,"Here is the speed and altitude graph of 4U9525 from @USER. Scary stuff, shows it impacted ground at 400kts",0,4,1
580328297462140928,Germanwings Airbus A320 flight was travelling from Spain to Germany when it crashed.,0,4,1
